,start,end,label,Segs File,File,src_start_ts,src_end_ts,src_file,mrg_start_corrected,mrg_end_corrected
20,1417753.056,1490582.496,np,copdpatient30.json,000_merged.wav,1756705,1796302,copdpatient30/wav/audio_1491782892441.wav,1430051.0,1469648.0
21,1462913.232,1545624.56,np,copdpatient30.json,000_merged.wav,1870759,1918703,copdpatient30/wav/audio_1491782892441.wav,1485553.0,1533497.0
22,1545624.56,1573293.808,p,copdpatient30.json,000_merged.wav,206524,218194,copdpatient30/wav/audio_1491783494185.wav,1546238.0,1557908.0
23,1573293.808,1799687.648,p,copdpatient30.json,000_merged.wav,788400,861629,copdpatient30/wav/audio_1491783494185.wav,1726458.0,1799687.648
24,1810755.344,1819056.1280000003,np,copdpatient30.json,000_merged.wav,1011329,1018380,copdpatient30/wav/audio_1491783494185.wav,1812005.0,1819056.1280000003
25,1819056.1280000003,1879533.216,p,copdpatient30.json,000_merged.wav,1018380,1078857,copdpatient30/wav/audio_1491783494185.wav,1819056.1280000003,1879533.216
26,1879533.216,1920444.1920000003,np,copdpatient30.json,000_merged.wav,1100020,1118251,copdpatient30/wav/audio_1491783494185.wav,1896444.0,1914675.0
27,1920444.1920000003,1976770.896,np,copdpatient30.json,000_merged.wav,1163079,1208719,copdpatient30/wav/audio_1491783494185.wav,1931130.0,1976770.896
28,1976770.896,1991988.9920000003,p,copdpatient30.json,000_merged.wav,1212303,1226838,copdpatient30/wav/audio_1491783494185.wav,1977453.0,1991988.9920000003
29,1991988.9920000003,2005230.704,np,copdpatient30.json,000_merged.wav,1230132,1242174,copdpatient30/wav/audio_1491783494185.wav,1993188.0,2005230.704
30,2005230.704,2020646.432,p,copdpatient30.json,000_merged.wav,1245061,1259487,copdpatient30/wav/audio_1491783494185.wav,2006220.0,2020646.432
31,2020646.432,2040805.4719999998,np,copdpatient30.json,000_merged.wav,1273441,1291748,copdpatient30/wav/audio_1491783494185.wav,2022498.0,2040805.4719999998
32,2040805.4719999998,2065510.1600000004,p,copdpatient30.json,000_merged.wav,1291748,1316453,copdpatient30/wav/audio_1491783494185.wav,2040805.4719999998,2065510.1600000004
33,2065707.8079999997,2185673.808,p,copdpatient30.json,000_merged.wav,1379008,1450231,copdpatient30/wav/audio_1491783494185.wav,2103165.0,2174388.0
34,2185673.808,2210576.128,np,copdpatient30.json,000_merged.wav,1485164,1508813,copdpatient30/wav/audio_1491783494185.wav,2186927.0,2210576.128
35,2210576.128,2263147.728,p,copdpatient30.json,000_merged.wav,1606429,1625899,copdpatient30/wav/audio_1491783494185.wav,2243677.0,2263147.728
36,2263147.728,2279946.9280000003,np,copdpatient30.json,000_merged.wav,1625899,1642698,copdpatient30/wav/audio_1491783494185.wav,2263147.728,2279946.9280000003
37,2300698.864,2858036.784,p,copdpatient30.json,000_merged.wav,727832,760805,copdpatient30/wav/audio_1491784697657.wav,2733175.0,2766148.0
38,2962389.424,2980769.7120000003,p,copdpatient30.json,000_merged.wav,78726,96009,copdpatient30/wav/audio_1491786275658.wav,2963486.0,2980769.7120000003
39,3008834.2559999996,3036305.872,p,copdpatient30.json,000_merged.wav,632349,657433,copdpatient30/wav/audio_1491786275658.wav,3009930.0,3035014.0
40,3057453.0879999995,3081169.6,tv,copdpatient30.json,000_merged.wav,1491735,1509191,copdpatient30/wav/audio_1491786877393.wav,3057453.0879999995,3074909.0
41,3081169.6,4058092.064,tv,copdpatient30.json,000_merged.wav,101428,158023,copdpatient30/wav/audio_1491787480561.wav,3223680.0,3280275.0
42,4058092.064,7685729.535999999,tv,copdpatient30.json,000_merged.wav,1639804,1819024,copdpatient30/wav/audio_1491789903208.wav,6875895.0,7055115.0
43,7988510.272,8005111.824,p1,copdpatient30.json,000_merged.wav,1827953,1844554,copdpatient30/wav/audio_1491820667176.wav,7988510.272,8005111.824
44,8479441.984000001,8497624.64,p1,copdpatient30.json,000_merged.wav,1829959,1848142,copdpatient30/wav/audio_1491821270144.wav,8479441.984000001,8497624.64
45,8529246.64,8573122.176,p1,copdpatient30.json,000_merged.wav,3028,33885,copdpatient30/wav/audio_1491821872261.wav,8542265.0,8573122.176
46,8573122.176,8588142.64,np,copdpatient30.json,000_merged.wav,33885,48905,copdpatient30/wav/audio_1491821872261.wav,8573122.176,8588142.64
47,8588142.64,8829655.743999999,p1,copdpatient30.json,000_merged.wav,59963,137229,copdpatient30/wav/audio_1491821872261.wav,8589452.0,8666718.0
48,8829655.743999999,8892504.48,np,copdpatient30.json,000_merged.wav,339889,390116,copdpatient30/wav/audio_1491821872261.wav,8842277.0,8892504.48
49,8892504.48,9568029.68,p1,copdpatient30.json,000_merged.wav,579340,727553,copdpatient30/wav/audio_1491821872261.wav,9030036.0,9178249.0
50,9568029.68,9883459.216,p1,copdpatient30.json,000_merged.wav,1403356,1511463,copdpatient30/wav/audio_1491821872261.wav,9775352.0,9883459.216
51,9883459.216,9898479.68,np,copdpatient30.json,000_merged.wav,1520021,1534067,copdpatient30/wav/audio_1491821872261.wav,9884433.0,9898479.68
52,9898479.68,10059751.92,p1,copdpatient30.json,000_merged.wav,1650430,1702956,copdpatient30/wav/audio_1491821872261.wav,9982320.0,10034846.0
53,10059751.92,10072796.0,np,copdpatient30.json,000_merged.wav,1738281,1751326,copdpatient30/wav/audio_1491821872261.wav,10059751.92,10072796.0
54,10072796.0,10301265.024,p1,copdpatient30.json,000_merged.wav,1751326,1810006,copdpatient30/wav/audio_1491821872261.wav,10072796.0,10131476.0
55,10301265.024,10327748.464,np,copdpatient30.json,000_merged.wav,150782,163934,copdpatient30/wav/audio_1491822661227.wav,10314596.0,10327748.464
56,10327748.464,10375576.751999998,p1,copdpatient30.json,000_merged.wav,163934,211762,copdpatient30/wav/audio_1491822661227.wav,10327748.464,10375576.751999998
57,10375576.751999998,10397316.88,np,copdpatient30.json,000_merged.wav,211762,233502,copdpatient30/wav/audio_1491822661227.wav,10375576.751999998,10397316.88
58,10397316.88,10517875.792000001,p1,copdpatient30.json,000_merged.wav,298691,352267,copdpatient30/wav/audio_1491822661227.wav,10447298.0,10500874.0
59,10517875.792000001,10529734.048,np,copdpatient30.json,000_merged.wav,392458,403386,copdpatient30/wav/audio_1491822661227.wav,10518806.0,10529734.048
60,10529734.048,10747135.376,p1,copdpatient30.json,000_merged.wav,403386,463273,copdpatient30/wav/audio_1491822661227.wav,10529734.048,10589621.0
61,10747135.376,10777966.832,np,copdpatient30.json,000_merged.wav,646708,677539,copdpatient30/wav/audio_1491822661227.wav,10747135.376,10777966.832
62,10777966.832,10946551.664,p1,copdpatient30.json,000_merged.wav,686530,854484,copdpatient30/wav/audio_1491822661227.wav,10778597.0,10946551.664
63,10946551.664,10995961.056,np,copdpatient30.json,000_merged.wav,854484,884796,copdpatient30/wav/audio_1491822661227.wav,10946551.664,10976863.0
64,10995961.056,11168301.008,p1,copdpatient30.json,000_merged.wav,979514,1084185,copdpatient30/wav/audio_1491822661227.wav,11063630.0,11168301.008
65,11168301.008,11194191.536,np,copdpatient30.json,000_merged.wav,1084185,1110075,copdpatient30/wav/audio_1491822661227.wav,11168301.008,11194191.536
66,11194191.536,11213164.736000001,p1,copdpatient30.json,000_merged.wav,1110075,1129048,copdpatient30/wav/audio_1491822661227.wav,11194191.536,11213164.736000001
67,11215338.752,11257040.288,np,copdpatient30.json,000_merged.wav,1142439,1160840,copdpatient30/wav/audio_1491822661227.wav,11217999.0,11236400.0
68,11347558.288,11413173.952,np,copdpatient30.json,000_merged.wav,1311863,1353592,copdpatient30/wav/audio_1491822661227.wav,11347558.288,11389287.0
69,11413173.952,11436099.92,p1,copdpatient30.json,000_merged.wav,1407796,1429782,copdpatient30/wav/audio_1491822661227.wav,11414113.0,11436099.92
70,11436099.92,11470488.848000001,np,copdpatient30.json,000_merged.wav,1429782,1464171,copdpatient30/wav/audio_1491822661227.wav,11436099.92,11470488.848000001
71,11470488.848000001,11494205.36,p1,copdpatient30.json,000_merged.wav,1464171,1487888,copdpatient30/wav/audio_1491822661227.wav,11470488.848000001,11494205.36
72,11494205.36,11563773.776,np,copdpatient30.json,000_merged.wav,1495229,1562492,copdpatient30/wav/audio_1491822661227.wav,11496510.0,11563773.776
73,11563773.776,11612787.887999998,np,copdpatient30.json,000_merged.wav,1562492,1591261,copdpatient30/wav/audio_1491822661227.wav,11563773.776,11592542.0
74,11612787.887999998,11784337.296,p1,copdpatient30.json,000_merged.wav,1612363,1670952,copdpatient30/wav/audio_1491822661227.wav,11612787.887999998,11671376.0
75,11784337.296,11851534.064,np,copdpatient30.json,000_merged.wav,1842999,1876878,copdpatient30/wav/audio_1491822661227.wav,11786283.0,11820162.0
76,11851534.064,12155500.64,p1,copdpatient30.json,000_merged.wav,145203,225940,copdpatient30/wav/audio_1491823262397.wav,11977783.0,12058520.0
77,12155500.64,12174473.84,np,copdpatient30.json,000_merged.wav,362092,372311,copdpatient30/wav/audio_1491823262397.wav,12155500.64,12165719.0
78,12174473.84,12626273.312,p1,copdpatient30.json,000_merged.wav,741234,817980,copdpatient30/wav/audio_1491823262397.wav,12444288.0,12521034.0
79,12626273.312,12650780.368,np,copdpatient30.json,000_merged.wav,948526,972619,copdpatient30/wav/audio_1491823262397.wav,12626273.312,12650366.0
80,12650780.368,12704142.512,p1,copdpatient30.json,000_merged.wav,975882,1029244,copdpatient30/wav/audio_1491823262397.wav,12650780.368,12704142.512
81,12704142.512,12718767.695999999,np,copdpatient30.json,000_merged.wav,1029244,1043869,copdpatient30/wav/audio_1491823262397.wav,12704142.512,12718767.695999999
82,12718767.695999999,12754342.448,p1,copdpatient30.json,000_merged.wav,1043869,1063132,copdpatient30/wav/audio_1491823262397.wav,12718767.695999999,12738030.0
83,12754342.448,12787150.287999999,np,copdpatient30.json,000_merged.wav,1082486,1115294,copdpatient30/wav/audio_1491823262397.wav,12754342.448,12787150.287999999
84,12787150.287999999,13378481.872,p1,copdpatient30.json,000_merged.wav,1619674,1762869,copdpatient30/wav/audio_1491823262397.wav,13235286.0,13378481.872
85,13378481.872,13389154.304000001,np,copdpatient30.json,000_merged.wav,1778517,1787767,copdpatient30/wav/audio_1491823262397.wav,13379904.0,13389154.304000001
86,13389154.304000001,13551217.104,p1,copdpatient30.json,000_merged.wav,1833288,1918703,copdpatient30/wav/audio_1491823262397.wav,13420182.0,13505597.0
87,13551217.104,13617228.047999999,np,copdpatient30.json,000_merged.wav,54134,120145,copdpatient30/wav/audio_1491824075347.wav,13551217.104,13617228.047999999
88,13617228.047999999,13730672.016,p1,copdpatient30.json,000_merged.wav,123022,234961,copdpatient30/wav/audio_1491824075347.wav,13618733.0,13730672.016
89,13730672.016,13740553.888,np,copdpatient30.json,000_merged.wav,241770,249840,copdpatient30/wav/audio_1491824075347.wav,13732483.0,13740553.888
90,13740553.888,14137014.848,p1,copdpatient30.json,000_merged.wav,330335,637980,copdpatient30/wav/audio_1491824075347.wav,13815810.0,14123455.0
91,14137014.848,14217650.959999999,np,copdpatient30.json,000_merged.wav,659718,740354,copdpatient30/wav/audio_1491824075347.wav,14137014.848,14217650.959999999
92,14217650.959999999,14622017.424,p1,copdpatient30.json,000_merged.wav,819710,939729,copdpatient30/wav/audio_1491824075347.wav,14292203.0,14412222.0
93,14622017.424,14861554.144,np,copdpatient30.json,000_merged.wav,1176111,1415096,copdpatient30/wav/audio_1491824075347.wav,14622569.0,14861554.144
94,14861554.144,14872226.576,p1,copdpatient30.json,000_merged.wav,1415096,1425768,copdpatient30/wav/audio_1491824075347.wav,14861554.144,14872226.576
95,14872226.576,14912544.64,np,copdpatient30.json,000_merged.wav,1425768,1466086,copdpatient30/wav/audio_1491824075347.wav,14872226.576,14912544.64
96,14912544.64,14922031.231999999,p1,copdpatient30.json,000_merged.wav,1466086,1475573,copdpatient30/wav/audio_1491824075347.wav,14912544.64,14922031.231999999
97,14922031.231999999,14936656.416,np,copdpatient30.json,000_merged.wav,1475573,1490198,copdpatient30/wav/audio_1491824075347.wav,14922031.231999999,14936656.416
98,14936656.416,15346556.719999999,p1,copdpatient30.json,000_merged.wav,1490198,1667845,copdpatient30/wav/audio_1491824075347.wav,14936656.416,15114303.0
99,15346556.719999999,15460395.952000001,np,copdpatient30.json,000_merged.wav,42496,95494,copdpatient30/wav/audio_1491824677167.wav,15372933.0,15425931.0
100,15460395.952000001,15471068.384,p1,copdpatient30.json,000_merged.wav,158928,169601,copdpatient30/wav/audio_1491824677167.wav,15460395.952000001,15471068.384
101,15488065.215999998,15493994.352000002,p1,copdpatient30.json,000_merged.wav,222119,228048,copdpatient30/wav/audio_1491824677167.wav,15488065.215999998,15493994.352000002
102,15493994.352000002,15732740.528,np,copdpatient30.json,000_merged.wav,288418,432784,copdpatient30/wav/audio_1491824677167.wav,15506274.0,15650640.0
103,15732740.528,15863181.312,np,copdpatient30.json,000_merged.wav,631555,672428,copdpatient30/wav/audio_1491824677167.wav,15806440.0,15847313.0
104,15863181.312,15871482.096,p1,copdpatient30.json,000_merged.wav,706533,714834,copdpatient30/wav/audio_1491824677167.wav,15863181.312,15871482.096
105,15871482.096,15938283.584,np,copdpatient30.json,000_merged.wav,714834,772942,copdpatient30/wav/audio_1491824677167.wav,15871482.096,15929590.0
106,15938283.584,15999946.512,p1,copdpatient30.json,000_merged.wav,782994,844657,copdpatient30/wav/audio_1491824677167.wav,15938283.584,15999946.512
107,15999946.512,16028406.319999998,np,copdpatient30.json,000_merged.wav,847683,862895,copdpatient30/wav/audio_1491824677167.wav,16001965.0,16017177.0
108,16028406.319999998,16055285.024,p1,copdpatient30.json,000_merged.wav,925411,941960,copdpatient30/wav/audio_1491824677167.wav,16038736.0,16055285.024
109,16055285.024,16166752.608000001,np,copdpatient30.json,000_merged.wav,957469,1018831,copdpatient30/wav/audio_1491824677167.wav,16056753.0,16118115.0
110,16166752.608000001,16212999.792,p1,copdpatient30.json,000_merged.wav,1175450,1198687,copdpatient30/wav/audio_1491824677167.wav,16189762.0,16212999.792
111,16212999.792,16252132.032,np,copdpatient30.json,000_merged.wav,1222477,1250365,copdpatient30/wav/audio_1491824677167.wav,16224244.0,16252132.032
112,16252132.032,16274662.719999999,p1,copdpatient30.json,000_merged.wav,1250365,1272895,copdpatient30/wav/audio_1491824677167.wav,16252132.032,16274662.719999999
113,16274662.719999999,16298379.216,np,copdpatient30.json,000_merged.wav,1290377,1313008,copdpatient30/wav/audio_1491824677167.wav,16275748.0,16298379.216
114,16298379.216,16313399.68,p1,copdpatient30.json,000_merged.wav,1313008,1328028,copdpatient30/wav/audio_1491824677167.wav,16298379.216,16313399.68
115,16313399.68,16414194.832,np,copdpatient30.json,000_merged.wav,1328028,1400375,copdpatient30/wav/audio_1491824677167.wav,16313399.68,16385746.0
116,16414194.832,16425262.544000002,p1,copdpatient30.json,000_merged.wav,1514381,1522550,copdpatient30/wav/audio_1491824677167.wav,16417093.0,16425262.544000002
117,16425262.544000002,16483763.263999997,np,copdpatient30.json,000_merged.wav,1580497,1611523,copdpatient30/wav/audio_1491824677167.wav,16447503.0,16478529.0
118,16483763.263999997,16524081.328,p1,copdpatient30.json,000_merged.wav,1633784,1672125,copdpatient30/wav/audio_1491824677167.wav,16485740.0,16524081.328
119,16524081.328,16562818.287999999,np,copdpatient30.json,000_merged.wav,1675557,1711396,copdpatient30/wav/audio_1491824677167.wav,16526979.0,16562818.287999999
120,16562818.287999999,16591673.360000001,p1,copdpatient30.json,000_merged.wav,1715599,1742850,copdpatient30/wav/audio_1491824677167.wav,16564422.0,16591673.360000001
121,16591673.360000001,16598788.32,np,copdpatient30.json,000_merged.wav,1756571,1762901,copdpatient30/wav/audio_1491824677167.wav,16592458.0,16598788.32
122,16598788.32,16641873.311999999,p1,copdpatient30.json,000_merged.wav,1762901,1805986,copdpatient30/wav/audio_1491824677167.wav,16598788.32,16641873.311999999
123,16641873.311999999,16675076.416,np,copdpatient30.json,000_merged.wav,1805986,1839189,copdpatient30/wav/audio_1491824677167.wav,16641873.311999999,16675076.416
124,16675076.416,16684167.743999999,p1,copdpatient30.json,000_merged.wav,1839189,1848280,copdpatient30/wav/audio_1491824677167.wav,16675076.416,16684167.743999999
125,16684167.743999999,16713022.831999999,np,copdpatient30.json,000_merged.wav,1848280,1877135,copdpatient30/wav/audio_1491824677167.wav,16684167.743999999,16713022.831999999
126,16713022.831999999,16770732.991999997,p1,copdpatient30.json,000_merged.wav,1877135,1919855,copdpatient30/wav/audio_1491824677167.wav,16713022.831999999,16755742.0
127,16770732.991999997,16840696.688,np,copdpatient30.json,000_merged.wav,21597,52132,copdpatient30/wav/audio_1491825280187.wav,16775743.0,16806278.0
128,16840696.688,16863622.656,p1,copdpatient30.json,000_merged.wav,98083,121009,copdpatient30/wav/audio_1491825280187.wav,16840696.688,16863622.656
129,16863622.656,16880224.208,np,copdpatient30.json,000_merged.wav,121009,137611,copdpatient30/wav/audio_1491825280187.wav,16863622.656,16880224.208
130,16880224.208,16890501.36,p1,copdpatient30.json,000_merged.wav,137611,147888,copdpatient30/wav/audio_1491825280187.wav,16880224.208,16890501.36
131,16890501.36,16938724.928,np,copdpatient30.json,000_merged.wav,147888,185749,copdpatient30/wav/audio_1491825280187.wav,16890501.36,16928362.0
132,16938724.928,17005921.696000002,p1,copdpatient30.json,000_merged.wav,205659,251610,copdpatient30/wav/audio_1491825280187.wav,16938724.928,16984675.0
133,17005921.696000002,17051773.616,np,copdpatient30.json,000_merged.wav,280329,308692,copdpatient30/wav/audio_1491825280187.wav,17005921.696000002,17034284.0
134,17051773.616,17130433.36,p1,copdpatient30.json,000_merged.wav,360460,409079,copdpatient30/wav/audio_1491825280187.wav,17081814.0,17130433.36
135,17130433.36,17148616.016,np,copdpatient30.json,000_merged.wav,412789,428508,copdpatient30/wav/audio_1491825280187.wav,17132897.0,17148616.016
136,17148616.016,17261269.424000002,p1,copdpatient30.json,000_merged.wav,496493,560635,copdpatient30/wav/audio_1491825280187.wav,17197127.0,17261269.424000002
137,17261269.424000002,17368388.992,np,copdpatient30.json,000_merged.wav,564899,671954,copdpatient30/wav/audio_1491825280187.wav,17261333.0,17368388.992
138,17368388.992,17410090.512,p1,copdpatient30.json,000_merged.wav,671954,713656,copdpatient30/wav/audio_1491825280187.wav,17368388.992,17410090.512
139,17410090.512,17470172.336,np,copdpatient30.json,000_merged.wav,722730,779725,copdpatient30/wav/audio_1491825280187.wav,17413177.0,17470172.336
140,17470172.336,17505154.176,p1,copdpatient30.json,000_merged.wav,779725,814707,copdpatient30/wav/audio_1491825280187.wav,17470172.336,17505154.176
141,17505154.176,17546658.064,np,copdpatient30.json,000_merged.wav,814707,856211,copdpatient30/wav/audio_1491825280187.wav,17505154.176,17546658.064
142,17546658.064,17551599.008,p1,copdpatient30.json,000_merged.wav,856211,861152,copdpatient30/wav/audio_1491825280187.wav,17546658.064,17551599.008
143,17551599.008,17688166.56,np,copdpatient30.json,000_merged.wav,917596,1010034,copdpatient30/wav/audio_1491825280187.wav,17595728.0,17688166.56
144,17688166.56,17696862.608000003,p1,copdpatient30.json,000_merged.wav,1010034,1018730,copdpatient30/wav/audio_1491825280187.wav,17688166.56,17696862.608000003
145,17696862.608000003,17741923.984,np,copdpatient30.json,000_merged.wav,1018730,1063791,copdpatient30/wav/audio_1491825280187.wav,17696862.608000003,17741923.984
146,17741923.984,17756549.152,p1,copdpatient30.json,000_merged.wav,1063791,1078417,copdpatient30/wav/audio_1491825280187.wav,17741923.984,17756549.152
147,17756549.152,17763071.2,np,copdpatient30.json,000_merged.wav,1082923,1088251,copdpatient30/wav/audio_1491825280187.wav,17757743.0,17763071.2
148,17763071.2,17818804.992,p1,copdpatient30.json,000_merged.wav,1088251,1143984,copdpatient30/wav/audio_1491825280187.wav,17763071.2,17818804.992
149,17818804.992,17848648.256,np,copdpatient30.json,000_merged.wav,1143984,1173828,copdpatient30/wav/audio_1491825280187.wav,17818804.992,17848648.256
150,17848648.256,17866830.912,p1,copdpatient30.json,000_merged.wav,1173828,1192010,copdpatient30/wav/audio_1491825280187.wav,17848648.256,17866830.912
151,17866830.912,17897069.472,np,copdpatient30.json,000_merged.wav,1192010,1222249,copdpatient30/wav/audio_1491825280187.wav,17866830.912,17897069.472
152,17897069.472,17920785.968,p1,copdpatient30.json,000_merged.wav,1222249,1245965,copdpatient30/wav/audio_1491825280187.wav,17897069.472,17920785.968
153,17920785.968,17982053.616,np,copdpatient30.json,000_merged.wav,1278917,1317012,copdpatient30/wav/audio_1491825280187.wav,17943958.0,17982053.616
154,17982053.616,17988378.016,p1,copdpatient30.json,000_merged.wav,1317012,1323337,copdpatient30/wav/audio_1491825280187.wav,17982053.616,17988378.016
155,17988378.016,18018814.208,np,copdpatient30.json,000_merged.wav,1337204,1362890,copdpatient30/wav/audio_1491825280187.wav,17993128.0,18018814.208
156,18018814.208,18027114.976,p1,copdpatient30.json,000_merged.wav,1362890,1371190,copdpatient30/wav/audio_1491825280187.wav,18018814.208,18027114.976
157,18027114.976,18049052.752,np,copdpatient30.json,000_merged.wav,1371190,1393128,copdpatient30/wav/audio_1491825280187.wav,18027114.976,18049052.752
158,18049052.752,18084034.608000003,p1,copdpatient30.json,000_merged.wav,1393128,1428110,copdpatient30/wav/audio_1491825280187.wav,18049052.752,18084034.608000003
159,18084034.608000003,18113877.872,np,copdpatient30.json,000_merged.wav,1428110,1457953,copdpatient30/wav/audio_1491825280187.wav,18084034.608000003,18113877.872
160,18113877.872,18140756.576,p1,copdpatient30.json,000_merged.wav,1457953,1484832,copdpatient30/wav/audio_1491825280187.wav,18113877.872,18140756.576
161,18140756.576,18196095.104,np,copdpatient30.json,000_merged.wav,1497596,1536154,copdpatient30/wav/audio_1491825280187.wav,18150177.0,18188735.0
162,18196095.104,18247678.496,p1,copdpatient30.json,000_merged.wav,1544284,1595867,copdpatient30/wav/audio_1491825280187.wav,18196095.104,18247678.496
163,18247678.496,18265861.152000003,np,copdpatient30.json,000_merged.wav,1595867,1614050,copdpatient30/wav/audio_1491825280187.wav,18247678.496,18265861.152000003
164,18265861.152000003,18278905.232,p1,copdpatient30.json,000_merged.wav,1614609,1627603,copdpatient30/wav/audio_1491825280187.wav,18265911.0,18278905.232
165,18278905.232,18306179.216000002,np,copdpatient30.json,000_merged.wav,1647375,1667160,copdpatient30/wav/audio_1491825280187.wav,18286394.0,18306179.216000002
166,18306179.216000002,18335429.584000003,p1,copdpatient30.json,000_merged.wav,1667160,1696410,copdpatient30/wav/audio_1491825280187.wav,18306179.216000002,18335429.584000003
167,18335429.584000003,18363098.832,np,copdpatient30.json,000_merged.wav,1696410,1724079,copdpatient30/wav/audio_1491825280187.wav,18335429.584000003,18363098.832
168,18363098.832,18369620.880000003,p1,copdpatient30.json,000_merged.wav,1724079,1730601,copdpatient30/wav/audio_1491825280187.wav,18363098.832,18369620.880000003
169,18369620.880000003,18392151.568,np,copdpatient30.json,000_merged.wav,1745694,1763864,copdpatient30/wav/audio_1491825280187.wav,18373981.0,18392151.568
170,18392151.568,18397092.496,p1,copdpatient30.json,000_merged.wav,1763864,1768805,copdpatient30/wav/audio_1491825280187.wav,18392151.568,18397092.496
171,18397092.496,18408950.752,np,copdpatient30.json,000_merged.wav,1768805,1780663,copdpatient30/wav/audio_1491825280187.wav,18397092.496,18408950.752
172,18408950.752,18427528.687999997,p1,copdpatient30.json,000_merged.wav,1780663,1799241,copdpatient30/wav/audio_1491825280187.wav,18408950.752,18427528.687999997
173,18427528.687999997,18477333.344,np,copdpatient30.json,000_merged.wav,1799241,1849046,copdpatient30/wav/audio_1491825280187.wav,18427528.687999997,18477333.344
174,18477333.344,18552633.264,p1,copdpatient30.json,000_merged.wav,1850102,1918703,copdpatient30/wav/audio_1491825280187.wav,18477767.0,18546368.0
175,18552633.264,18560538.768000003,np,copdpatient30.json,000_merged.wav,4246,10748,copdpatient30/wav/audio_1491827701189.wav,18554036.0,18560538.768000003
176,18564689.152000003,18581290.704,p1,copdpatient30.json,000_merged.wav,25196,34186,copdpatient30/wav/audio_1491827701189.wav,18565207.0,18574197.0
177,18581290.704,18599868.64,np,copdpatient30.json,000_merged.wav,91209,107769,copdpatient30/wav/audio_1491827701189.wav,18583308.0,18599868.64
178,18599868.64,18607576.496000003,p1,copdpatient30.json,000_merged.wav,126036,133050,copdpatient30/wav/audio_1491827701189.wav,18600562.0,18607576.496000003
179,18607576.496000003,18667658.32,np,copdpatient30.json,000_merged.wav,154731,191735,copdpatient30/wav/audio_1491827701189.wav,18609678.0,18646682.0
180,18667658.32,18727740.144,p1,copdpatient30.json,000_merged.wav,267269,327351,copdpatient30/wav/audio_1491827701189.wav,18667658.32,18727740.144
181,18727740.144,18736633.824,np,copdpatient30.json,000_merged.wav,327351,336244,copdpatient30/wav/audio_1491827701189.wav,18727740.144,18736633.824
